logFC	AveExpr	t	P.Value	adj.P.Val	B
-0.446725472833331	6.18857984672603	-2.33431182644731	0.0222929632701527	0.921365066386466	-3.97573010272858
-0.31354086335185	6.99289699050685	-2.18849494738029	0.0317860526455277	0.921365066386466	-4.06806442373815
-0.43828427425926	4.2014902140411	-2.0499717170257	0.0439066048029944	0.921365066386466	-4.15137958539947
-0.336616622537037	2.19698776247945	-1.89603297205051	0.0618555256522598	0.921365066386466	-4.23870469701145
-0.157198396351847	10.5408034500685	-1.86272436960456	0.0664656270559956	0.921365066386466	-4.25684764677679
0.362946818055557	5.04093860189041	1.78265603800799	0.0787391801209514	0.921365066386466	-4.29933877414551
0.249712124074074	3.29259797256164	1.66184618453168	0.100769812676304	0.921365066386466	-4.36039185271825
-0.293186066444443	4.92884119373973	-1.5908053042917	0.115911977794709	0.921365066386466	-4.39453687033858
-0.315657751796294	3.38088540589041	-1.57714224407504	0.119023702710093	0.921365066386466	-4.40095230615701
0.127722137407414	11.3209050972603	1.52907904163468	0.130503722533434	0.921365066386466	-4.42312778211896
0.176616551481484	7.6370250520274	1.49286209673763	0.139720037841913	0.921365066386466	-4.4394309921895
-0.331877223722222	4.42796640842466	-1.32639990228425	0.188781864912403	0.921365066386466	-4.50979110358948
-0.201415712074073	7.11242740320548	-1.30029135263769	0.197531908391339	0.921365066386466	-4.52013472111342
0.188150622555556	1.87921089235616	1.25462768877213	0.21355779268706	0.921365066386466	-4.53776782726755
0.243345900370372	3.361665561	1.22848921814731	0.223151782208256	0.921365066386466	-4.54759755166434
-0.124213179314811	9.63174246383562	-1.2227475945537	0.22530073997799	0.921365066386466	-4.54973093252621
-0.275296749018518	3.9942732520274	-1.21430803241394	0.228486786466659	0.921365066386466	-4.55284983974105
0.151033970111112	5.79933517557534	1.18592230200822	0.239442724422046	0.921365066386466	-4.56319178482952
-0.120881767833328	9.07677415658904	-1.15357505871891	0.252382615928412	0.921365066386466	-4.57469740624352
-0.188422160314814	2.77296454217808	-1.09774455883674	0.275871217293359	0.921365066386466	-4.59385061812435
-0.204712400944445	3.96379194221918	-1.09008982552495	0.27920664357324	0.921365066386466	-4.59640668931745
-0.165356188907408	3.06064985894521	-1.08972848301521	0.279364781450461	0.921365066386466	-4.59652693056443
-0.159834559092592	2.32629163565753	-1.08299908826162	0.282321189440389	0.921365066386466	-4.59875932383834
0.141336562166671	7.4872470409726	1.06640577476494	0.289703330724908	0.921365066386466	-4.60420794463445
-0.134255277425926	4.40023418030137	-1.04472098709612	0.29954893168023	0.921365066386466	-4.61120802434077
-0.201918050833332	4.00975300046575	-1.03260252522625	0.305149213286351	0.921365066386466	-4.61506043182924
0.278156890185185	4.85397040734247	1.00243594563259	0.319396167178112	0.921365066386466	-4.62446422313208
0.162603916777778	7.0144565479726	0.981448658898894	0.329565918560795	0.921365066386466	-4.63084952559977
-0.0950881215925881	7.29079682808219	-0.957685577414227	0.341336328680956	0.921365066386466	-4.6379232670974
-0.0991750660185182	1.61153820828767	-0.954069652685892	0.343151166343728	0.921365066386466	-4.63898508475573
-0.0797363079259252	9.46575029486301	-0.951090641800804	0.34465105372111	0.921365066386466	-4.63985697858057
-0.184257990962962	2.25109063087671	-0.949999596641818	0.345201444752716	0.921365066386466	-4.6401756502413
0.0787373627777797	9.48694958293151	0.938111717203951	0.351235458109959	0.921365066386466	-4.64362510304741
-0.169639758055556	3.95356556449315	-0.915263847769128	0.363022742309553	0.921365066386466	-4.65013756435827
0.20636640951852	4.11896362269863	0.914608822264497	0.363364356847169	0.921365066386466	-4.65032199314375
-0.203664958944444	2.62865000023288	-0.89358662416203	0.374436867110413	0.921365066386466	-4.65617347094809
-0.173202355148147	3.42076848676712	-0.878068634061426	0.382745391712069	0.921365066386466	-4.66040871359809
-0.186621960185184	4.0354532949863	-0.866120631883456	0.389220427950283	0.921365066386466	-4.66362081939372
-0.162537226259257	4.05304505387671	-0.85900995921839	0.393106038811264	0.921365066386466	-4.66551227522584
-0.193625909944445	3.4004217010274	-0.855149386587294	0.395225649257287	0.921365066386466	-4.66653288383183
0.0823858601666672	10.0258784245205	0.807626926585883	0.421891003611347	0.921365066386466	-4.67873148262777
-0.168275108851851	4.46355467065753	-0.800006388840772	0.426265005815093	0.921365066386466	-4.68062469118632
