logFC	AveExpr	t	P.Value	adj.P.Val	B
4.61497564475	4.58908862113333	15.4014030836581	6.66033026968495e-10	3.50266768882731e-06	12.7432924843958
2.94872502666071	8.54050483273333	11.5424491812406	2.45257291723938e-08	6.44904048588096e-05	8.9239542300272
5.80380240817857	7.26483739106667	10.9678844626069	4.57047460576084e-08	8.01204198389876e-05	8.26414142297935
4.634026691	4.47597926713333	10.5330924171015	7.45272404073601e-08	9.79846893255766e-05	7.74589721787104
3.16147258491072	8.12227823833333	9.42832540731774	2.78553833043978e-07	0.000292982921595656	6.34905576078823
-0.408861919196428	5.40778765666667	-9.00182937577669	4.78358434449732e-07	0.00041928116779519	5.77654948100731
-1.53822412669643	7.14648921733333	-8.78504086294403	6.34300992824072e-07	0.000476541274465971	5.47794239818245
-0.580331594642853	11.7764219966667	-8.42261107836834	1.02834412440323e-06	0.000614882526022138	4.96684240310916
1.989651473875	3.93974167426667	8.33505198299104	1.15822760835779e-06	0.000614882526022138	4.84108059706154
3.738711428875	6.47000319726667	8.29011287842381	1.23155451059398e-06	0.000614882526022138	4.77618268651592
-1.06010208214285	7.822574132	-8.21881612950132	1.35818007049286e-06	0.000614882526022138	4.67272818432543
-0.391859211089285	8.01355920253333	-8.19523735429496	1.40304056137396e-06	0.000614882526022138	4.63838077053017
1.08779491701786	6.99352266506667	8.00326788223457	1.83242249558569e-06	0.000741285377252702	4.35624103708633
0.551873528928574	9.85989268766667	7.59711058315203	3.27108009168716e-06	0.00122875787158448	3.74435493305481
-1.00976598557143	10.2383041284	-7.46400838707749	3.97271071321809e-06	0.00139283237605426	3.53931614897643
-0.486436825392856	8.7875901314	-7.38017215635326	4.49513278367186e-06	0.00147749395683315	3.40900492163573
-0.709376874821432	10.7160983446667	-7.1990894470596	5.88798465340245e-06	0.00182146537013197	3.12443457026183
-0.454336246803568	6.67019462253333	-6.91651291211449	9.04875922867509e-06	0.00250589771926009	2.67178416201728
2.79946665032143	5.1192142044	6.88928884814571	9.43648007302401e-06	0.00250589771926009	2.62761675668601
3.31828482117857	6.3701613918	6.8829031327952	9.5299399857771e-06	0.00250589771926009	2.6172425062369
-0.414566757321428	11.163474302	-6.80762861768617	1.07083412726694e-05	0.00268167460728422	2.49454161429045
-0.500347943250004	9.4398825064	-6.7679334441048	1.13908197565763e-05	0.00272292368635612	2.42953193582824
-0.573302363839285	3.339818338	-6.70652167767662	1.2538588436146e-05	0.00286697550372573	2.328540892965
1.762390587875	7.90765486613333	6.65721100237725	1.35483517994174e-05	0.00296756413310882	2.24708384286596
2.42711613246429	8.7429987714	6.63156596713086	1.41070742209014e-05	0.00296756413310882	2.20459132004736
1.53126369719643	5.37350818973333	6.53746395557373	1.63745317492998e-05	0.00331206394113722	2.04791102290797
0.967027304107143	12.6366504273333	6.33744987911042	2.25684416279226e-05	0.00439583090819426	1.71092062630881
-1.20690362182143	8.06181444406667	-6.21977921675409	2.73268322293894e-05	0.00483806675940211	1.51014157107683
-0.894838273339285	6.8750993834	-6.21400583368049	2.75859083549973e-05	0.00483806675940211	1.50024246005022
-0.872924904232143	6.36358998806667	-6.21372040523392	2.75987835676104e-05	0.00483806675940211	1.49975294437731
-0.378213103607143	10.0728587854	-6.16672294910643	2.98074311625642e-05	0.00505268222617421	1.41900145424431
-0.670643850499999	5.94310151226667	-6.13187493126086	3.1564706052785e-05	0.00505268222617421	1.35893297226419
0.361926153392858	10.7408257353333	6.12917425629305	3.17053647963014e-05	0.00505268222617421	1.35427091280446
-0.789444533732144	7.4990420318	-6.10773738911325	3.28455011026362e-05	0.00507297669287065	1.31723052368503
-2.73398197175	7.28520848726667	-6.09106547536919	3.37619669614894e-05	0.00507297669287065	1.28838064641888
3.50832228528572	5.69173856546667	6.03318742359672	3.71577900580873e-05	0.00542813383098559	1.18793553603887
-0.474403372946432	9.24214292066667	-5.94659999535423	4.29235683809625e-05	0.00591843309778511	1.03682693301198
